full_text,username,huruf_kecil,cleaning,tokenizing,filtering,stemming
1. Ini Berita Gembira untuk kita semua. 2. Inilah Prosedur dlm hal Penggantian Wapres. Sesuai UU yg berlaku. 3. Semoga ini Awal yg baik untuk bangsa. 4. Sekian dn terima kasih. ️ https://t.co/mP25nfFY5f,Bara_Rc,1. ini berita gembira untuk kita semua. 2. inilah prosedur dlm hal penggantian wapres. sesuai uu yg berlaku. 3. semoga ini awal yg baik untuk bangsa. 4. sekian dn terima kasih. ️ https://t.co/mp25nffy5f,ini berita gembira untuk kita semua  inilah prosedur dlm hal penggantian wapres sesuai uu yg berlaku  semoga ini awal yg baik untuk bangsa  sekian dn terima kasih,"['ini', 'berita', 'gembira', 'untuk', 'kita', 'semua', 'inilah', 'prosedur', 'dlm', 'hal', 'penggantian', 'wapres', 'sesuai', 'uu', 'yg', 'berlaku', 'semoga', 'ini', 'awal', 'yg', 'baik', 'untuk', 'bangsa', 'sekian', 'dn', 'terima', 'kasih']","['berita', 'gembira', 'prosedur', 'dlm', 'penggantian', 'wapres', 'sesuai', 'uu', 'yg', 'berlaku', 'semoga', 'yg', 'bangsa', 'sekian', 'dn', 'terima', 'kasih']","['berita', 'gembira', 'prosedur', 'dlm', 'ganti', 'wapres', 'sesuai', 'uu', 'yg', 'laku', 'moga', 'yg', 'bangsa', 'sekian', 'dn', 'terima', 'kasih']"
Kerja Nyata Pemerintah Jokowi amat terasa pada pembangunan Infrastruktur. Pemerataan pembangunan di seluruh daerah terus dilakukan tuk meningkatkan ekonomi masyarakat #TerimakasihPakJokowi Gibran HOTS Rp 1 #NabilaTaqiyyah Bisseck Malming Sterling #MissCosmo https://t.co/daS5QRCwfb,coema_coemi,kerja nyata pemerintah jokowi amat terasa pada pembangunan infrastruktur. pemerataan pembangunan di seluruh daerah terus dilakukan tuk meningkatkan ekonomi masyarakat #terimakasihpakjokowi gibran hots rp 1 #nabilataqiyyah bisseck malming sterling #misscosmo https://t.co/das5qrcwfb,kerja nyata pemerintah jokowi amat terasa pada pembangunan infrastruktur pemerataan pembangunan di seluruh daerah terus dilakukan tuk meningkatkan ekonomi masyarakat  gibran hots rp   bisseck malming sterling,"['kerja', 'nyata', 'pemerintah', 'jokowi', 'amat', 'terasa', 'pada', 'pembangunan', 'infrastruktur', 'pemerataan', 'pembangunan', 'di', 'seluruh', 'daerah', 'terus', 'dilakukan', 'tuk', 'meningkatkan', 'ekonomi', 'masyarakat', 'gibran', 'hots', 'rp', 'bisseck', 'malming', 'sterling']","['kerja', 'nyata', 'pemerintah', 'jokowi', 'pembangunan', 'infrastruktur', 'pemerataan', 'pembangunan', 'daerah', 'tuk', 'meningkatkan', 'ekonomi', 'masyarakat', 'gibran', 'hots', 'rp', 'bisseck', 'malming', 'sterling']","['kerja', 'nyata', 'perintah', 'jokowi', 'bangun', 'infrastruktur', 'perata', 'bangun', 'daerah', 'tuk', 'tingkat', 'ekonomi', 'masyarakat', 'gibran', 'hots', 'rp', 'bisseck', 'malming', 'sterling']"
Pak Jokowi dan Pak Prabowo sedang menggoda yang peluang masuk kabinet Prabowo-Gibran masih nihil . Sebentar lagi sedunia heboh dg berbagai narasi konspirasi Pak Mulyono cawe-cawe https://t.co/QiTO4yY5Yo,tjitrosoenarjo1,pak jokowi dan pak prabowo sedang menggoda yang peluang masuk kabinet prabowo-gibran masih nihil . sebentar lagi sedunia heboh dg berbagai narasi konspirasi pak mulyono cawe-cawe https://t.co/qito4yy5yo,pak jokowi dan pak prabowo sedang menggoda yang peluang masuk kabinet prabowogibran masih nihil  sebentar lagi sedunia heboh dg berbagai narasi konspirasi pak mulyono cawecawe,"['pak', 'jokowi', 'dan', 'pak', 'prabowo', 'sedang', 'menggoda', 'yang', 'peluang', 'masuk', 'kabinet', 'prabowogibran', 'masih', 'nihil', 'sebentar', 'lagi', 'sedunia', 'heboh', 'dg', 'berbagai', 'narasi', 'konspirasi', 'pak', 'mulyono', 'cawecawe']","['jokowi', 'prabowo', 'menggoda', 'peluang', 'masuk', 'kabinet', 'prabowogibran', 'nihil', 'sebentar', 'sedunia', 'heboh', 'dg', 'narasi', 'konspirasi', 'mulyono', 'cawecawe']","['jokowi', 'prabowo', 'goda', 'peluang', 'masuk', 'kabinet', 'prabowogibran', 'nihil', 'sebentar', 'dunia', 'heboh', 'dg', 'narasi', 'konspirasi', 'mulyono', 'cawecawe']"
Rencana MPR RI mengundang sejumlah tokoh pada pelantikan Presiden-Wakil Presiden terpilih periode 2024-2029. #prabowo #gibran #prabowogibran #pelantikan #rencanapelantikan #tokohundangan #jokowi #dekade08 https://t.co/ykfwEA4i5w,dekade_08,rencana mpr ri mengundang sejumlah tokoh pada pelantikan presiden-wakil presiden terpilih periode 2024-2029. #prabowo #gibran #prabowogibran #pelantikan #rencanapelantikan #tokohundangan #jokowi #dekade08 https://t.co/ykfwea4i5w,rencana mpr ri mengundang sejumlah tokoh pada pelantikan presidenwakil presiden terpilih periode,"['rencana', 'mpr', 'ri', 'mengundang', 'sejumlah', 'tokoh', 'pada', 'pelantikan', 'presidenwakil', 'presiden', 'terpilih', 'periode']","['rencana', 'mpr', 'ri', 'mengundang', 'tokoh', 'pelantikan', 'presidenwakil', 'presiden', 'terpilih', 'periode']","['rencana', 'mpr', 'ri', 'undang', 'tokoh', 'lantik', 'presidenwakil', 'presiden', 'pilih', 'periode']"
Beda yg STANDAR JANDA ala @pandji. Keluarga @jokowi @gibran_tweet &amp; @bobbynasution_ naik walikota via seleksi rakyat &amp; diusung @PDI_Perjuangan Rommy Soekarno lolos DPR krn 2 orang dngn urutan teratas mundur ntuk ngasih 1 slot tiket ke Senayan. DINASTI yg melebihi MONARKI https://t.co/jggVpazoBW,H1m4_W4r1,beda yg standar janda ala @pandji. keluarga @jokowi @gibran_tweet &amp; @bobbynasution_ naik walikota via seleksi rakyat &amp; diusung @pdi_perjuangan rommy soekarno lolos dpr krn 2 orang dngn urutan teratas mundur ntuk ngasih 1 slot tiket ke senayan. dinasti yg melebihi monarki https://t.co/jggvpazobw,beda yg standar janda ala  keluarga  tweet amp  naik walikota via seleksi rakyat amp diusung perjuangan rommy soekarno lolos dpr krn  orang dngn urutan teratas mundur ntuk ngasih  slot tiket ke senayan dinasti yg melebihi monarki,"['beda', 'yg', 'standar', 'janda', 'ala', 'keluarga', 'tweet', 'amp', 'naik', 'walikota', 'via', 'seleksi', 'rakyat', 'amp', 'diusung', 'perjuangan', 'rommy', 'soekarno', 'lolos', 'dpr', 'krn', 'orang', 'dngn', 'urutan', 'teratas', 'mundur', 'ntuk', 'ngasih', 'slot', 'tiket', 'ke', 'senayan', 'dinasti', 'yg', 'melebihi', 'monarki']","['beda', 'yg', 'standar', 'janda', 'ala', 'keluarga', 'tweet', 'amp', 'walikota', 'via', 'seleksi', 'rakyat', 'amp', 'diusung', 'perjuangan', 'rommy', 'soekarno', 'lolos', 'dpr', 'krn', 'orang', 'dngn', 'urutan', 'teratas', 'mundur', 'ntuk', 'ngasih', 'slot', 'tiket', 'senayan', 'dinasti', 'yg', 'melebihi', 'monarki']","['beda', 'yg', 'standar', 'janda', 'ala', 'keluarga', 'tweet', 'amp', 'walikota', 'via', 'seleksi', 'rakyat', 'amp', 'usung', 'juang', 'rommy', 'soekarno', 'lolos', 'dpr', 'krn', 'orang', 'dngn', 'urut', 'atas', 'mundur', 'ntuk', 'ngasih', 'slot', 'tiket', 'senayan', 'dinasti', 'yg', 'lebih', 'monarki']"
Ada yg tahu bagaimana kelanjutan kasus Roy Suryo yang dipolisikan oleh rekawan Jokowi? Pengen tau. Berapa % sih relawan Jokowi yang tidak percaya bhw fufufafa itu Gibran? https://t.co/KoYraa0w69,NusBhisma,ada yg tahu bagaimana kelanjutan kasus roy suryo yang dipolisikan oleh rekawan jokowi? pengen tau. berapa % sih relawan jokowi yang tidak percaya bhw fufufafa itu gibran? https://t.co/koyraa0w69,ada yg tahu bagaimana kelanjutan kasus roy suryo yang dipolisikan oleh rekawan jokowi pengen tau berapa  sih relawan jokowi yang tidak percaya bhw fufufafa itu gibran,"['ada', 'yg', 'tahu', 'bagaimana', 'kelanjutan', 'kasus', 'roy', 'suryo', 'yang', 'dipolisikan', 'oleh', 'rekawan', 'jokowi', 'pengen', 'tau', 'berapa', 'sih', 'relawan', 'jokowi', 'yang', 'tidak', 'percaya', 'bhw', 'fufufafa', 'itu', 'gibran']","['yg', 'kelanjutan', 'roy', 'suryo', 'dipolisikan', 'rekawan', 'jokowi', 'pengen', 'tau', 'sih', 'relawan', 'jokowi', 'percaya', 'bhw', 'fufufafa', 'gibran']","['yg', 'lanjut', 'roy', 'suryo', 'polisi', 'rekawan', 'jokowi', 'ken', 'tau', 'sih', 'rawan', 'jokowi', 'percaya', 'bhw', 'fufufafa', 'gibran']"
Naiknya Fufufafa ke Tahta Walaupun Jokowi menegaskan bahwa dirinya tidak menginginkan jabatan 3 periode dan menuduh ada pihak yang bermain dengan isu itu nyatanya fufufafa alias Gibran Rakabuming Raka disodorkan untuk mendampingi Prabowo Subianto. Dengan memakai rumus https://t.co/4BSExEkorv,hnirankara,naiknya fufufafa ke tahta walaupun jokowi menegaskan bahwa dirinya tidak menginginkan jabatan 3 periode dan menuduh ada pihak yang bermain dengan isu itu nyatanya fufufafa alias gibran rakabuming raka disodorkan untuk mendampingi prabowo subianto. dengan memakai rumus https://t.co/4bsexekorv,naiknya fufufafa ke tahta walaupun jokowi menegaskan bahwa dirinya tidak menginginkan jabatan  periode dan menuduh ada pihak yang bermain dengan isu itu nyatanya fufufafa alias gibran rakabuming raka disodorkan untuk mendampingi prabowo subianto dengan memakai rumus,"['naiknya', 'fufufafa', 'ke', 'tahta', 'walaupun', 'jokowi', 'menegaskan', 'bahwa', 'dirinya', 'tidak', 'menginginkan', 'jabatan', 'periode', 'dan', 'menuduh', 'ada', 'pihak', 'yang', 'bermain', 'dengan', 'isu', 'itu', 'nyatanya', 'fufufafa', 'alias', 'gibran', 'rakabuming', 'raka', 'disodorkan', 'untuk', 'mendampingi', 'prabowo', 'subianto', 'dengan', 'memakai', 'rumus']","['naiknya', 'fufufafa', 'tahta', 'jokowi', 'jabatan', 'periode', 'menuduh', 'bermain', 'isu', 'fufufafa', 'alias', 'gibran', 'rakabuming', 'raka', 'disodorkan', 'mendampingi', 'prabowo', 'subianto', 'memakai', 'rumus']","['naik', 'fufufafa', 'tahta', 'jokowi', 'jabat', 'periode', 'tuduh', 'main', 'isu', 'fufufafa', 'alias', 'gibran', 'rakabuming', 'raka', 'sodor', 'damping', 'prabowo', 'subianto', 'pakai', 'rumus']"
Program-program pak Jokowi selama ini hanyalah utk kepentingan masyarakat demi keadilan. MELALUI PROGRAM BANTUAN SOSIAL Pemerintah berupaya mengurangi kesenjangan sosial dan menciptakan masyarakat yang lebih adil. #TerimakasihPakJokowi Gibran HOTS Rp 1 #NabilaTaqiyyah Bisseck https://t.co/hzaHamX5sD,Tatarori80,program-program pak jokowi selama ini hanyalah utk kepentingan masyarakat demi keadilan. melalui program bantuan sosial pemerintah berupaya mengurangi kesenjangan sosial dan menciptakan masyarakat yang lebih adil. #terimakasihpakjokowi gibran hots rp 1 #nabilataqiyyah bisseck https://t.co/hzahamx5sd,programprogram pak jokowi selama ini hanyalah utk kepentingan masyarakat demi keadilan melalui program bantuan sosial pemerintah berupaya mengurangi kesenjangan sosial dan menciptakan masyarakat yang lebih adil  gibran hots rp   bisseck,"['programprogram', 'pak', 'jokowi', 'selama', 'ini', 'hanyalah', 'utk', 'kepentingan', 'masyarakat', 'demi', 'keadilan', 'melalui', 'program', 'bantuan', 'sosial', 'pemerintah', 'berupaya', 'mengurangi', 'kesenjangan', 'sosial', 'dan', 'menciptakan', 'masyarakat', 'yang', 'lebih', 'adil', 'gibran', 'hots', 'rp', 'bisseck']","['programprogram', 'jokowi', 'utk', 'kepentingan', 'masyarakat', 'keadilan', 'program', 'bantuan', 'sosial', 'pemerintah', 'berupaya', 'mengurangi', 'kesenjangan', 'sosial', 'menciptakan', 'masyarakat', 'adil', 'gibran', 'hots', 'rp', 'bisseck']","['programprogram', 'jokowi', 'utk', 'penting', 'masyarakat', 'adil', 'program', 'bantu', 'sosial', 'perintah', 'upaya', 'kurang', 'senjang', 'sosial', 'cipta', 'masyarakat', 'adil', 'gibran', 'hots', 'rp', 'bisseck']"
Jokowi Ngaku Tak Mau Ikut Campur Soal Susunan Kabinet Prabowo-Gibran Seandainya ikut campur tangan juga siapa yg tau Sumber: https://t.co/yVm9gulKLN https://t.co/xcTP2WK17T,tijabar,jokowi ngaku tak mau ikut campur soal susunan kabinet prabowo-gibran seandainya ikut campur tangan juga siapa yg tau sumber: https://t.co/yvm9gulkln https://t.co/xctp2wk17t,jokowi ngaku tak mau ikut campur soal susunan kabinet prabowogibran seandainya ikut campur tangan juga siapa yg tau sumber,"['jokowi', 'ngaku', 'tak', 'mau', 'ikut', 'campur', 'soal', 'susunan', 'kabinet', 'prabowogibran', 'seandainya', 'ikut', 'campur', 'tangan', 'juga', 'siapa', 'yg', 'tau', 'sumber']","['jokowi', 'ngaku', 'campur', 'susunan', 'kabinet', 'prabowogibran', 'seandainya', 'campur', 'tangan', 'yg', 'tau', 'sumber']","['jokowi', 'ngaku', 'campur', 'susun', 'kabinet', 'prabowogibran', 'anda', 'campur', 'tangan', 'yg', 'tau', 'sumber']"
Semoga Jokowi dan Gibran beneran jadi kader Golkar dan bikin banteng selalu dibawah 10% kedepan PSI dan Golkar selalu kawal Gibran smp pada RI1 untuk dua periode mendatang. Negara ini butuh sosok yg tdk bs dikendalikan ketumnya. Masa depan terlihat pada sosok GIBRAN &amp; AHY https://t.co/mpUYsRRBUl,mas_veel,semoga jokowi dan gibran beneran jadi kader golkar dan bikin banteng selalu dibawah 10% kedepan psi dan golkar selalu kawal gibran smp pada ri1 untuk dua periode mendatang. negara ini butuh sosok yg tdk bs dikendalikan ketumnya. masa depan terlihat pada sosok gibran &amp; ahy https://t.co/mpuysrrbul,semoga jokowi dan gibran beneran jadi kader golkar dan bikin banteng selalu dibawah  kedepan psi dan golkar selalu kawal gibran smp pada ri untuk dua periode mendatang negara ini butuh sosok yg tdk bs dikendalikan ketumnya masa depan terlihat pada sosok gibran amp ahy,"['semoga', 'jokowi', 'dan', 'gibran', 'beneran', 'jadi', 'kader', 'golkar', 'dan', 'bikin', 'banteng', 'selalu', 'dibawah', 'kedepan', 'psi', 'dan', 'golkar', 'selalu', 'kawal', 'gibran', 'smp', 'pada', 'ri', 'untuk', 'dua', 'periode', 'mendatang', 'negara', 'ini', 'butuh', 'sosok', 'yg', 'tdk', 'bs', 'dikendalikan', 'ketumnya', 'masa', 'depan', 'terlihat', 'pada', 'sosok', 'gibran', 'amp', 'ahy']","['semoga', 'jokowi', 'gibran', 'beneran', 'kader', 'golkar', 'bikin', 'banteng', 'dibawah', 'kedepan', 'psi', 'golkar', 'kawal', 'gibran', 'smp', 'ri', 'periode', 'negara', 'butuh', 'sosok', 'yg', 'tdk', 'bs', 'dikendalikan', 'ketumnya', 'sosok', 'gibran', 'amp', 'ahy']","['moga', 'jokowi', 'gibran', 'beneran', 'kader', 'golkar', 'bikin', 'banteng', 'bawah', 'depan', 'psi', 'golkar', 'kawal', 'gibran', 'smp', 'ri', 'periode', 'negara', 'butuh', 'sosok', 'yg', 'tdk', 'bs', 'kendali', 'tum', 'sosok', 'gibran', 'amp', 'ahy']"
@xquitavee @gibran_tweet @jokowi @prabowo Jejakmu digital emang legend https://t.co/zOGLKkxbWa,herihero88,@xquitavee @gibran_tweet @jokowi @prabowo jejakmu digital emang legend https://t.co/zoglkkxbwa,tweet   jejakmu digital emang legend,"['tweet', 'jejakmu', 'digital', 'emang', 'legend']","['tweet', 'jejakmu', 'digital', 'emang', 'legend']","['tweet', 'jejak', 'digital', 'emang', 'legend']"
Keberadaan Gibran keterlibatan Hasyim soal kabinet dll dalam bbrp pemberitaan media dapat menjadi indikator bahwa rPrabowo tidak akan lebih baik dari Jokowi. Mungkin Prabowo akan persis sama seperti Jokowi hanya seolah2 sukses di akun2 dan media2 pendukungnya.,Jhonkosmik,keberadaan gibran keterlibatan hasyim soal kabinet dll dalam bbrp pemberitaan media dapat menjadi indikator bahwa rprabowo tidak akan lebih baik dari jokowi. mungkin prabowo akan persis sama seperti jokowi hanya seolah2 sukses di akun2 dan media2 pendukungnya.,keberadaan gibran keterlibatan hasyim soal kabinet dll dalam bbrp pemberitaan media dapat menjadi indikator bahwa rprabowo tidak akan lebih baik dari jokowi mungkin prabowo akan persis sama seperti jokowi hanya seolah sukses di akun dan media pendukungnya,"['keberadaan', 'gibran', 'keterlibatan', 'hasyim', 'soal', 'kabinet', 'dll', 'dalam', 'bbrp', 'pemberitaan', 'media', 'dapat', 'menjadi', 'indikator', 'bahwa', 'rprabowo', 'tidak', 'akan', 'lebih', 'baik', 'dari', 'jokowi', 'mungkin', 'prabowo', 'akan', 'persis', 'sama', 'seperti', 'jokowi', 'hanya', 'seolah', 'sukses', 'di', 'akun', 'dan', 'media', 'pendukungnya']","['keberadaan', 'gibran', 'keterlibatan', 'hasyim', 'kabinet', 'dll', 'bbrp', 'pemberitaan', 'media', 'indikator', 'rprabowo', 'jokowi', 'prabowo', 'persis', 'jokowi', 'sukses', 'akun', 'media', 'pendukungnya']","['ada', 'gibran', 'libat', 'hasyim', 'kabinet', 'dll', 'bbrp', 'berita', 'media', 'indikator', 'rprabowo', 'jokowi', 'prabowo', 'persis', 'jokowi', 'sukses', 'akun', 'media', 'dukung']"
Wakil Presiden RI terpilih Gibran Rakabuming Raka mengungkapkan peran sang ayah Presiden Joko Widodo (Jokowi) soal kabinet pemerintahan Prabowo Subianto dan dirinya. Gibran mengungkapkan Jokowi turut memberikan beberapa masukan mengenai kabinet pemerintahan. Meski demikian https://t.co/SRNlI9nRzN,pikiran_rakyat,wakil presiden ri terpilih gibran rakabuming raka mengungkapkan peran sang ayah presiden joko widodo (jokowi) soal kabinet pemerintahan prabowo subianto dan dirinya. gibran mengungkapkan jokowi turut memberikan beberapa masukan mengenai kabinet pemerintahan. meski demikian https://t.co/srnli9nrzn,wakil presiden ri terpilih gibran rakabuming raka mengungkapkan peran sang ayah presiden joko widodo jokowi soal kabinet pemerintahan prabowo subianto dan dirinya gibran mengungkapkan jokowi turut memberikan beberapa masukan mengenai kabinet pemerintahan meski demikian,"['wakil', 'presiden', 'ri', 'terpilih', 'gibran', 'rakabuming', 'raka', 'mengungkapkan', 'peran', 'sang', 'ayah', 'presiden', 'joko', 'widodo', 'jokowi', 'soal', 'kabinet', 'pemerintahan', 'prabowo', 'subianto', 'dan', 'dirinya', 'gibran', 'mengungkapkan', 'jokowi', 'turut', 'memberikan', 'beberapa', 'masukan', 'mengenai', 'kabinet', 'pemerintahan', 'meski', 'demikian']","['wakil', 'presiden', 'ri', 'terpilih', 'gibran', 'rakabuming', 'raka', 'peran', 'sang', 'ayah', 'presiden', 'joko', 'widodo', 'jokowi', 'kabinet', 'pemerintahan', 'prabowo', 'subianto', 'gibran', 'jokowi', 'masukan', 'kabinet', 'pemerintahan']","['wakil', 'presiden', 'ri', 'pilih', 'gibran', 'rakabuming', 'raka', 'peran', 'sang', 'ayah', 'presiden', 'joko', 'widodo', 'jokowi', 'kabinet', 'perintah', 'prabowo', 'subianto', 'gibran', 'jokowi', 'masuk', 'kabinet', 'perintah']"
Gibran Raka sejauh ini mantap. Cukup menguasai juga. Sebenarnya memang tanpa sangkutan persoalan etik kemarin trah Pak Jokowi ini tampaknya memang bisa kerja. Cak Imin banyak belibet ini. Tegang banget bossku. Napas dulu. Pak Mahfud selalu berdasarkan pengalaman.,Arie_Kriting,gibran raka sejauh ini mantap. cukup menguasai juga. sebenarnya memang tanpa sangkutan persoalan etik kemarin trah pak jokowi ini tampaknya memang bisa kerja. cak imin banyak belibet ini. tegang banget bossku. napas dulu. pak mahfud selalu berdasarkan pengalaman.,gibran raka sejauh ini mantap cukup menguasai juga sebenarnya memang tanpa sangkutan persoalan etik kemarin trah pak jokowi ini tampaknya memang bisa kerja cak imin banyak belibet ini tegang banget bossku napas dulu pak mahfud selalu berdasarkan pengalaman,"['gibran', 'raka', 'sejauh', 'ini', 'mantap', 'cukup', 'menguasai', 'juga', 'sebenarnya', 'memang', 'tanpa', 'sangkutan', 'persoalan', 'etik', 'kemarin', 'trah', 'pak', 'jokowi', 'ini', 'tampaknya', 'memang', 'bisa', 'kerja', 'cak', 'imin', 'banyak', 'belibet', 'ini', 'tegang', 'banget', 'bossku', 'napas', 'dulu', 'pak', 'mahfud', 'selalu', 'berdasarkan', 'pengalaman']","['gibran', 'raka', 'mantap', 'menguasai', 'sangkutan', 'etik', 'kemarin', 'trah', 'jokowi', 'kerja', 'cak', 'imin', 'belibet', 'tegang', 'banget', 'bossku', 'napas', 'mahfud', 'berdasarkan', 'pengalaman']","['gibran', 'raka', 'mantap', 'kuasa', 'sangkut', 'etik', 'kemarin', 'trah', 'jokowi', 'kerja', 'cak', 'imin', 'belibet', 'tegang', 'banget', 'bossku', 'napas', 'mahfud', 'dasar', 'alam']"
Jokowi Gibran Kaesang dan Anwar Usman dilaporkan ke KPK atas dugaan nepotisme oleh Erick S. Paat Koordinator Tim Pembela Demokrasi Indonesia. Erick merupakan kuasa hukum politisi PDIP Emir Moeis dalam kasus suap proyek PLTU Tarahan Lampung. https://t.co/oUqQAm7x5g,mazzini_gsp,jokowi gibran kaesang dan anwar usman dilaporkan ke kpk atas dugaan nepotisme oleh erick s. paat koordinator tim pembela demokrasi indonesia. erick merupakan kuasa hukum politisi pdip emir moeis dalam kasus suap proyek pltu tarahan lampung. https://t.co/ouqqam7x5g,jokowi gibran kaesang dan anwar usman dilaporkan ke kpk atas dugaan nepotisme oleh erick s paat koordinator tim pembela demokrasi indonesia erick merupakan kuasa hukum politisi pdip emir moeis dalam kasus suap proyek pltu tarahan lampung,"['jokowi', 'gibran', 'kaesang', 'dan', 'anwar', 'usman', 'dilaporkan', 'ke', 'kpk', 'atas', 'dugaan', 'nepotisme', 'oleh', 'erick', 's', 'paat', 'koordinator', 'tim', 'pembela', 'demokrasi', 'indonesia', 'erick', 'merupakan', 'kuasa', 'hukum', 'politisi', 'pdip', 'emir', 'moeis', 'dalam', 'kasus', 'suap', 'proyek', 'pltu', 'tarahan', 'lampung']","['jokowi', 'gibran', 'kaesang', 'anwar', 'usman', 'dilaporkan', 'kpk', 'dugaan', 'nepotisme', 'erick', 's', 'paat', 'koordinator', 'tim', 'pembela', 'demokrasi', 'indonesia', 'erick', 'kuasa', 'hukum', 'politisi', 'pdip', 'emir', 'moeis', 'suap', 'proyek', 'pltu', 'tarahan', 'lampung']","['jokowi', 'gibran', 'kaesang', 'anwar', 'usman', 'lapor', 'kpk', 'duga', 'nepotisme', 'erick', 's', 'paat', 'koordinator', 'tim', 'bela', 'demokrasi', 'indonesia', 'erick', 'kuasa', 'hukum', 'politis', 'pdip', 'emir', 'moeis', 'suap', 'proyek', 'pltu', 'tarah', 'lampung']"
